Publication Type,Authors,Article Title,Source Title,Publication Year,Author Keywords,Abstract,Research Areas,Open Access,Satellite,Application,Domain,ML Technique,Algorithm Complexity,Accuracy (%),F1-score (%),Precision (%),Recall (%),Producer accuracy (%),User accuracy (%),Pixel accuracy,Kappa (%),IoU (%),MIoU (%),Dice (%),R-squared,RMSE,MAE,Parameter Description
J,"Tao, WC; Dong, Y; Su, W; Li, JY; Xuan, F; Huang, JX; Yang, JY; Li, XC; Zeng, YL; Li, BG",Mapping the Corn Residue-Covered Types Using Multi-Scale Feature Fusion and Supervised Learning Method by Chinese GF-2 PMS Image,FRONTIERS IN PLANT SCIENCE,2022,crop residue covering; multi-scale image features; machine learning; GF-2 PMS image; high spatial resolution remote sensing,"The management of crop residue covering is a vital part of conservation tillage, which protects black soil by reducing soil erosion and increasing soil organic carbon. Accurate and rapid classification of corn residue-covered types is significant for monitoring crop residue management. The remote sensing technology using high spatial resolution images is an effective means to classify the crop residue-covered areas quickly and objectively in the regional area. Unfortunately, the classification of crop residue-covered area is tricky because there is intra-object heterogeneity, as a two-edged sword of high resolution, and spectral confusion resulting from different straw mulching ways. Therefore, this study focuses on exploring the multi-scale feature fusion method and classification method to classify the corn residue-covered areas effectively and accurately using Chinese high-resolution GF-2 PMS images in the regional area. First, the multi-scale image features are built by compressing pixel domain details with the wavelet and principal component analysis (PCA), which has been verified to effectively alleviate intra-object heterogeneity of corn residue-covered areas on GF-2 PMS images. Second, the optimal image dataset (OID) is identified by comparing model accuracy based on the fusion of different features. Third, the 1D-CNN_CA method is proposed by combining one-dimensional convolutional neural networks (1D-CNN) and attention mechanisms, which are used to classify corn residue-covered areas based on the OID. Comparison of the naive Bayesian (NB), random forest (RF), support vector machine (SVM), and 1D-CNN methods indicate that the residue-covered areas can be classified effectively using the 1D-CNN-CA method with the highest accuracy (Kappa: 96.92% and overall accuracy (OA): 97.26%). Finally, the most appropriate machine learning model and the connected domain calibration method are combined to improve the visualization, which are further used to classify the corn residue-covered areas into three covering types. In addition, the study showed the superiority of multi-scale image features by comparing the contribution of the different image features in the classification of corn residue-covered areas.",Plant Sciences,yes,GaoFen-2,Corn residue types,Agriculture,Classification,no,97.15,,,,,,,96.85,,,,,,,
J,"Mukonza, SS; Chiang, JL",Micro-Climate Computed Machine and Deep Learning Models for Prediction of Surface Water Temperature Using Satellite Data in Mundan Water Reservoir,WATER,2022,water quality; water temperature; machine and deep learning; uncertainties; Landsat-8; Sentinel-3,"Water temperature is an important indicator of water quality for surface water resources because it impacts solubility of dissolved gases in water, affects metabolic rates of aquatic inhabitants, such as fish and harmful algal blooms (HABs), and determines the fate of water resident biogeochemical nutrients. Furthermore, global warming is causing a widespread rise in temperature levels in water sources on a global scale, threatening clean drinking water supplies. Therefore, it is key to increase the frequency of spatio-monitoring for surface water temperature (SWT). However, there is a lack of comprehensive SWT monitoring datasets because current methods for monitoring SWT are costly, time consuming, and not standardized. The research objective of this study was to estimate SWT using data from the Landsat-8 (L8) and Sentinel-3 (S3) satellites. To do this, we used machine learning techniques, such as Support Vector Regression (SVR), Gaussian Process Regression (GPR), simple neural network (ANN), and deep learning techniques (Long Short Term Memory, LSTM, and Convolutional Long Short Term Memory, 1D ConvLSTM). Using deep and machine learning techniques to regress satellite data to estimate SWT presents a number of challenges, including prediction uncertainty, over- or under-estimation of measured values, and significant variation in the final estimated data. The performance of the L8 ConvLSTM model was superior to all other methods (R-2 of 0.93 RMSE of 0.16 degrees C, and bias of 0.01 degrees C). The factors that had a significant effect on the model's accuracy performance were identified and quantified using a two-factor analysis of variance (ANOVA) analysis. The results demonstrate that the main effects and interaction of the type of machine/deep learning (ML/DL) model and the type of satellite have statistically significant effects on the performances of the different models. The test statistics are as follows: (satellite type main effect p *** <= 0.05, F-test = 15.4478), (type of ML/DL main effect p *** <= 0.05, F-test = 17.4607) and (interaction, satellite type x type of ML/DL p ** <= 0.05, F-test = 3.5325), respectively. The models were successfully deployed to enable satellite remote sensing monitoring of SWT for the reservoir, which will help to resolve the limitations of the conventional sampling and laboratory techniques.",Environmental Sciences & Ecology; Water Resources,yes,Landsat-8,Surface water temperature,Water,Regression,yes,,,,,,,,,,,,0.93,0.15,,Temperature (degree)
J,"Mukonza, SS; Chiang, JL",Micro-Climate Computed Machine and Deep Learning Models for Prediction of Surface Water Temperature Using Satellite Data in Mundan Water Reservoir,WATER,2022,water quality; water temperature; machine and deep learning; uncertainties; Landsat-8; Sentinel-3,"Water temperature is an important indicator of water quality for surface water resources because it impacts solubility of dissolved gases in water, affects metabolic rates of aquatic inhabitants, such as fish and harmful algal blooms (HABs), and determines the fate of water resident biogeochemical nutrients. Furthermore, global warming is causing a widespread rise in temperature levels in water sources on a global scale, threatening clean drinking water supplies. Therefore, it is key to increase the frequency of spatio-monitoring for surface water temperature (SWT). However, there is a lack of comprehensive SWT monitoring datasets because current methods for monitoring SWT are costly, time consuming, and not standardized. The research objective of this study was to estimate SWT using data from the Landsat-8 (L8) and Sentinel-3 (S3) satellites. To do this, we used machine learning techniques, such as Support Vector Regression (SVR), Gaussian Process Regression (GPR), simple neural network (ANN), and deep learning techniques (Long Short Term Memory, LSTM, and Convolutional Long Short Term Memory, 1D ConvLSTM). Using deep and machine learning techniques to regress satellite data to estimate SWT presents a number of challenges, including prediction uncertainty, over- or under-estimation of measured values, and significant variation in the final estimated data. The performance of the L8 ConvLSTM model was superior to all other methods (R-2 of 0.93 RMSE of 0.16 degrees C, and bias of 0.01 degrees C). The factors that had a significant effect on the model's accuracy performance were identified and quantified using a two-factor analysis of variance (ANOVA) analysis. The results demonstrate that the main effects and interaction of the type of machine/deep learning (ML/DL) model and the type of satellite have statistically significant effects on the performances of the different models. The test statistics are as follows: (satellite type main effect p *** <= 0.05, F-test = 15.4478), (type of ML/DL main effect p *** <= 0.05, F-test = 17.4607) and (interaction, satellite type x type of ML/DL p ** <= 0.05, F-test = 3.5325), respectively. The models were successfully deployed to enable satellite remote sensing monitoring of SWT for the reservoir, which will help to resolve the limitations of the conventional sampling and laboratory techniques.",Environmental Sciences & Ecology; Water Resources,yes,Sentinel-3,Surface water temperature,Water,Regression,yes,,,,,,,,,,,,0.91,0.2,,Temperature (degree)
J,"Vulova, S; Meier, F; Rocha, AD; Quanz, J; Nouri, H; Kleinschmit, B","Modeling urban evapotranspiration using remote sensing, flux footprints, and artificial intelligence",SCIENCE OF THE TOTAL ENVIRONMENT,2021,Urban water; Eddy covariance; Latent heat flux; 1D convolutional neural networks (CNN); Deep learning; Harmonized Landsat and Sentinel-2,"As climate change progresses, urban areas are increasingly affected by water scarcity and the urban heat island effect. Evapotranspiration (ET) is a crucial component of urban greening initiatives of cities worldwide aimed at mitigating these issues. However, ET estimation methods in urban areas have so far been limited. An expanding number of flux towers in urban environments provide the opportunity to directly measure ET by the eddy covariance method. In this study, we present a novel approach to model urban ET by combining flux footprint modeling, remote sensing and geographic information system (GIS) data, and deep learning and machine learning techniques. This approach facilitates spatio-temporal extrapolation of ET at a half-hourly resolution; we tested this approach with a two-year dataset from two flux towers in Berlin, Germany. The benefit of integrating remote sensing and GIS data into models was investigated by testing four predictor scenarios. Two algorithms (1D convolutional neural networks (CNNs) and random forest (RF)) were compared. The best-performing models were then used to model ET values for the year 2019. The inclusion of GIS data extracted using flux footprints enhanced the predictive accuracy of models, particularly when meteorological data was more limited. The bestperforming scenario (meteorological and GIS data) showed an RMSE of 0.0239 mm/h and R2 of 0.840 with RF and an RMSE of 0.0250 mm/h and a R2 of 0.824 with 1D CNN for the more vegetated site. The 2019 ET sum was substantially higher at the site surrounded by more urban greenery (366 mm) than at the inner-city site (223 mm), demonstrating the substantial influence of vegetation on the urban water cycle. The proposed method is highly promising for modeling ET in a heterogeneous urban environment and can support climate change mitigation initiatives of urban areas worldwide. (c) 2021 The Author(s). Published by Elsevier B.V. This is an open access article under the CC BY license (http:// creativecommons.org/licenses/by/4.0/).",Environmental Sciences & Ecology,yes,Landsat-8,Modeling urban evapotranspiration,Urban,Regression,no,,,,,,,,,,,,0.824,25,16,Reference evapotranspiration (mm/h)
J,"Vulova, S; Meier, F; Rocha, AD; Quanz, J; Nouri, H; Kleinschmit, B","Modeling urban evapotranspiration using remote sensing, flux footprints, and artificial intelligence",SCIENCE OF THE TOTAL ENVIRONMENT,2021,Urban water; Eddy covariance; Latent heat flux; 1D convolutional neural networks (CNN); Deep learning; Harmonized Landsat and Sentinel-2,"As climate change progresses, urban areas are increasingly affected by water scarcity and the urban heat island effect. Evapotranspiration (ET) is a crucial component of urban greening initiatives of cities worldwide aimed at mitigating these issues. However, ET estimation methods in urban areas have so far been limited. An expanding number of flux towers in urban environments provide the opportunity to directly measure ET by the eddy covariance method. In this study, we present a novel approach to model urban ET by combining flux footprint modeling, remote sensing and geographic information system (GIS) data, and deep learning and machine learning techniques. This approach facilitates spatio-temporal extrapolation of ET at a half-hourly resolution; we tested this approach with a two-year dataset from two flux towers in Berlin, Germany. The benefit of integrating remote sensing and GIS data into models was investigated by testing four predictor scenarios. Two algorithms (1D convolutional neural networks (CNNs) and random forest (RF)) were compared. The best-performing models were then used to model ET values for the year 2019. The inclusion of GIS data extracted using flux footprints enhanced the predictive accuracy of models, particularly when meteorological data was more limited. The bestperforming scenario (meteorological and GIS data) showed an RMSE of 0.0239 mm/h and R2 of 0.840 with RF and an RMSE of 0.0250 mm/h and a R2 of 0.824 with 1D CNN for the more vegetated site. The 2019 ET sum was substantially higher at the site surrounded by more urban greenery (366 mm) than at the inner-city site (223 mm), demonstrating the substantial influence of vegetation on the urban water cycle. The proposed method is highly promising for modeling ET in a heterogeneous urban environment and can support climate change mitigation initiatives of urban areas worldwide. (c) 2021 The Author(s). Published by Elsevier B.V. This is an open access article under the CC BY license (http:// creativecommons.org/licenses/by/4.0/).",Environmental Sciences & Ecology,yes,Sentinel-2,Modeling urban evapotranspiration,Urban,Regression,no,,,,,,,,,,,,0.824,25,16,Reference evapotranspiration (mm/h)
J,Afira N.; Wijayanto A.W.,"Mono-temporal and multi-temporal approaches for burnt area detection using Sentinel-2 satellite imagery (a case study of Rokan Hilir Regency, Indonesia)",Ecological Informatics,2022,Burnt area detection; Deep learning algorithms; Fire; Machine learning algorithms; Sentinel-2,"Accurate and up-to-date information about the burnt area is important in estimating environmental losses, prioritizing rehabilitation areas, and determining future planning strategies. The publicly available medium resolution optical Sentinel-2 satellite data provides a practical and effective solution for burnt area detection. In this study, we proposed two different approaches using mono-temporal and multi-temporal Sentinel-2 satellite imagery to detect burnt areas in Rokan Hilir Regency, Indonesia. The multi-temporal approaches utilized two different ensemble machine learning algorithms (Random Forest and XGBoost) and used six composite spectral indices of the differenced Normalized Burn Ratio (dNBR), differenced Normalized Burn Ratio 2 (dNBR2), differenced Normalized Difference Vegetation Index (dNDVI), differenced Soil Adjusted Vegetation Index (dSAVI), differenced Char Soil Index (dCSI), differenced Burnt area Index for Sentinel-2 (dBAIS2), and differenced Mid-infrared Burn Index (dMIRBI) as model inputs. The burnt areas are labeled by combining hotspots with confidence intervals above 95%, fire spots, and change detection methods. The XGBoost model achieved the best performance with an F1 score of 0.97 and an accuracy of 96%. Furthermore, we use the SHapley Additive exPlanations (SHAP) to quantify the contribution of each feature as well as its correlation with the target class. The dNBR, dMIRBI, and dNBR2 indices contribute the most to the XGBoost model. In comparison, this study also investigates and compares a mono-temporal approach with One-dimensional Convolutional Neural Network (CNN-1D) architecture and the performance obtained is slightly better than both machine learning models. Overall, both mono-temporal and multi-temporal approaches satisfactorily detect the burnt area. © 2022 Elsevier B.V.",,no,Sentinel-2,Burnt area detection,Geohazards,Classification,no,,,,,,,,,,,,,,,
J,"Bai, Maoyang; Peng, Peihao; Zhang, Shiqi; Wang, Xueman; Wang, Xiao; Wang, Juan; Pellikka, Petri",Mountain Forest Type Classification Based on One-Dimensional Convolutional Neural Network,FORESTS,2023,mountain forest; classification; one-dimensional convolutional neural network; Sentinel-1; Sentinel-2,"Convolutional neural networks (CNNs) have demonstrated their efficacy in remote sensing applications for mountain forest classification. However, two-dimensional convolutional neural networks (2D CNNs) require a significant manual involvement in the visual interpretation to obtain continuous polygon label data. To reduce the errors associated with manual visual interpretation and enhance classification efficiency, it is imperative to explore alternative approaches. In this research, we introduce a novel one-dimensional convolutional neural network (1D CNN) methodology that directly leverages field investigation data as labels for classifying mountain forest types based on multiple remote sensing data sources. The hyperparameters were optimised using an orthogonal table, and the model's performance was evaluated on Mount Emei of Sichuan Province. Comparative assessments with traditional classification methods, namely, a random forest (RF) and a support vector machine (SVM), revealed superior results obtained by the proposed 1D CNN. Forest type classification using the 1D CNN achieved an impressive overall accuracy (OA) of 97.41% and a kappa coefficient (Kappa) of 0.9673, outperforming the U-Net (OA: 94.45%, Kappa: 0.9239), RF (OA: 88.99%, Kappa: 0.8488), and SVM (OA: 88.79%, Kappa: 0.8476). Moreover, the 1D CNN model was retrained using limited field investigation data from Mount Wawu in Sichuan Province and successfully classified forest types in that region, thereby demonstrating its spatial-scale transferability with an OA of 90.86% and a Kappa of 0.8879. These findings underscore the effectiveness of the proposed 1D CNN in utilising multiple remote sensing data sources for accurate mountain forest type classification. In summary, the introduced 1D CNN presents a novel, efficient, and reliable method for mountain forest type classification, offering substantial contributions to the field.",Forestry,yes,Sentinel-2,Forest classification,Vegetation,Classification,no,97.41,,,,97.36,97.52,,96.73,,,,,,,
J,Sabir A.; Kumar A.,Optimized 1D-CNN model for medicinal Psyllium Husk crop mapping with temporal optical satellite data,Ecological Informatics,2022,1D-CNN (convolutional neural network); Deep learning; FERM (fuzzy error matrix); MSAVI2 (modified soil vegetation index); Psyllium Husk,"Deep Learning models are preferred for complex image analysis-based solutions to application-oriented problems. However, the architecture of such models largely influences the results which includes several hyperparameters that need to be tuned. This study aims at developing an optimized 1D-CNN model for medicinal Psyllium Husk crop mapping using open source temporal optical Sentinel-2A/2B satellite data. In this study, a sequential 1D-CNN model architecture was developed by optimizing hyperparameters which includes convolution layers, number of neurons, activation function, and batch size. Psyllium Husk crop fields were mapped in the Jalore district of Rajasthan using Sentinel 2A/ 2B (10 m) optical data. For spectral dimensionality reduction of the data, Modified Soil Adjusted Vegetation Index (MSAVI2) was used to maintain the data dimensionality since temporal data was utilized. The dataset was subsequently refined to include the target crop's specific phenological stages that distinguish it from other closely resembling species. The information corresponding to these specific crop stages was fed to the 1D-CNN model to carry out the classification. A range of training sample sizes were explored to determine the optimal number of training data points. As the output from the model, fractional images are obtained consisting of values proportional to the probability of a pixel lying in the target class. Accuracy assessment was carried out using fuzzy error matrix (FERM) by generating fractional output images from temporal optical PlanetScope data (3m) which was used as a reference. The best overall accuracy among the test cases came out to be 89.85% using conventional MSAVI2 with 1000 training samples. © 2022 Elsevier B.V.",,no,Sentinel-2,Psyllium Husk crop mapping,Agriculture,Classification,no,89.85,,,,,,,,,,,,,,
J,"Gunen, MA",Performance comparison of deep learning and machine learning methods in determining wetland water areas using EuroSAT dataset,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2022,1D CNN; Remote sensing; Classification; Wetland; Sentinel-2,"Wetlands are critical to the ecology because they maintain biodiversity and provide home for a variety of species. Researching, mapping, and conservation of wetlands is a challenging and time-consuming process. Because they produce temporal and geographical information, remote sensing and photogrammetric approaches are useful tools for analyzing and managing wetlands. In this study, the water areas of five different wetlands obtained with Sentinel-2 images in Turkey were classified. Although obtaining large amounts of high-dimensional dataset labeled for various land types is costly, it is a significant advantage to use it after model training in a wide range of applications. In this paper, the EuroSAT dataset was used in the validation process. Proposed deep learning-based 1D convolutional neural networks (CNN) and traditional machine learning methods (i.e., support vector machine, linear discriminant analysis, K-nearest neighborhood, canonical correlation forests, and AdaBoost.M1) were compared quantitatively (i.e., accuracy, recall, precision, specificity, F-score, and image quality assessment metrics) and qualitatively. Finally, pairwise comparison was made with chi-square-based McNemar's test. There is a statistical difference between 1D CNN and machine learning method (except the support vector machine vs linear discriminant analysis in Test 1 area). CNN models outperform machine learning algorithms in terms of non-linear function approximation and the ability to extract and articulate data features. Since 1D CNNs can process data in a highly complex and unique feature space, they are very successful in segmenting strongly related and highly correlated discrete signals. It also has advantages over machine learning methods for water body extraction in that it can be integrated with sophisticated image pre-processing and standardization tools, is less susceptible to low-level random noise, and provides shift in variations and contrast-invariant image local transforms.",Environmental Sciences & Ecology,no,Sentinel-2,Determining wetland water areas,Water,Classification,no,,,,,,,,,,,,,,,
J,B. Yang; J. Guo; J. Liu; X. Ye,PPCE: A Practical Loss for Crop Mapping Using Phenological Prior,IEEE Geoscience and Remote Sensing Letters,2023,Crop mapping;crop phenology;deep learning;loss function;remote sensing,"Accurate and timely crop mapping using remote sensing technology is crucial for precision agriculture, yield estimation, and food security. Deep learning models trained with proper loss functions are widely used in crop mapping and have achieved promising results. However, most of the existing loss functions focus on loss optimization in a universal way, i.e., problems regarding sample imbalance, and neglect the uniqueness of crop mapping task, for which its target often shows phenological characteristics. Given this, this letter proposes a crop phenological prior cross entropy loss (PPCE) function, which focuses on guiding the training processing in the direction where crops can be better identified. It is practical and easy to use. The phenological prior is quantified using normalized difference yellow index and normalized difference vegetation index obtained in different growing periods. Under the supervision of PPCE, if a crop pixel is misclassified to other class, the prior knowledge will increase the contribution of its loss to the final loss and thus guide the network to extract more discriminative features for crop mapping. To demonstrate the performance of PPCE, five widely used loss functions combined with three typical deep learning models (LSTM, DNN, and 1D-CNN) are compared. Experimental results show better performance of PPCE than the existing loss functions with different deep learning models.",,yes,Sentinel-2,Crop mapping,Agriculture,Classification,no,97.12,92.41,,,,,,90.63,,,,,,,
J,B. Yang; J. Guo; J. Liu; X. Ye,PPCE: A Practical Loss for Crop Mapping Using Phenological Prior,IEEE Geoscience and Remote Sensing Letters,2023,Crop mapping;crop phenology;deep learning;loss function;remote sensing,"Accurate and timely crop mapping using remote sensing technology is crucial for precision agriculture, yield estimation, and food security. Deep learning models trained with proper loss functions are widely used in crop mapping and have achieved promising results. However, most of the existing loss functions focus on loss optimization in a universal way, i.e., problems regarding sample imbalance, and neglect the uniqueness of crop mapping task, for which its target often shows phenological characteristics. Given this, this letter proposes a crop phenological prior cross entropy loss (PPCE) function, which focuses on guiding the training processing in the direction where crops can be better identified. It is practical and easy to use. The phenological prior is quantified using normalized difference yellow index and normalized difference vegetation index obtained in different growing periods. Under the supervision of PPCE, if a crop pixel is misclassified to other class, the prior knowledge will increase the contribution of its loss to the final loss and thus guide the network to extract more discriminative features for crop mapping. To demonstrate the performance of PPCE, five widely used loss functions combined with three typical deep learning models (LSTM, DNN, and 1D-CNN) are compared. Experimental results show better performance of PPCE than the existing loss functions with different deep learning models.",,yes,HY-1C,Crop mapping,Agriculture,Classification,no,97.12,92.41,,,,,,90.63,,,,,,,
J,"Jeong, S; Ko, J; Yeom, JM",Predicting rice yield at pixel scale through synthetic use of crop and deep learning models with satellite data in South and North Korea,SCIENCE OF THE TOTAL ENVIRONMENT,2022,Crop yield prediction; Data driven model; Crop model; Remote sensing; Korean peninsula,"Prediction of rice yields at pixel scale rather than county scale can benefit crop management and scientific understanding because it is useful for monitoring how crop yields respond to various agricultural systems and environmental factors. In this study, we propose a methodology for the early prediction of rice yield at pixel scale combining a crop model and a deep learning model for different agricultural systems throughout South and North Korea. Initially, satellite-integrated crop models were applied to obtain a pixel-scale reference rice yield. Then, the pixel-scale reference rice yields were used as target labels in the deep learning model to leverage the advantages of crop models. Models of five different deep learning network architectures were employed to help determine the hybrid structure of long-short term memory (LSTM) and one-dimensional convolutional neural network (1D-CNN) layers by predicting the optimal model about two months ahead of harvest time. The suggested model showed good performance [R-2 = 0.859, Nash-Sutcliffe model efficiency = 0.858, root mean squared error = 0.605 Mg ha(-1)], with specific spatial patterns of rice yields for South and North Korea. Analysis of the relative importance of the input variables showed the water-related index and maximum temperature in North Korea and the vegetation indices and geographic variables in South Korea to be crucial for predicting rice yields. The proposed approach successfully predicted and diagnosed rice yield at the pixel scale for inaccessible locations where reliable ground measurements are not available, especially North Korea. (C) 2021 The Authors. Published by Elsevier B.V.",Environmental Sciences & Ecology,yes,MODIS,Predicting rice yield,Agriculture,Regression,yes,,,,,,,,,,,,0.86,0.61,,Rice yield (Mg/ha)
C,Li H.; Di L.; Zhang C.; Lin L.; Guo L.; Zhao H.,Prediction of Crop Planting Map Using One-dimensional Convolutional Neural Network and Decision Tree Algorithm,"2023 11th International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2023",2023,CDL; crop map prediction; decision tree; one-dimensional CNN,"The crop type planting prediction map is an essential agro-geoinformation data source to explore and quantify agriculture cultivation distribution in the coming year, implying crop planting change tendency. This paper validates the feasibility of crop type prediction using a one-dimensional convolutional neural network (1D CNN) and decision tree algorithm. To construct the ID CNN model, we encode and stack the historical Cropland Data Layer (CDL) into a 3D time series location matrix as the training dataset. According to the validation for the 2021 crop planting map in Cass County of Iowa, the prediction result owns high overall accuracy (0.927) and kappa coefficient (0.857). The major crop types, corn and soybean, have high prediction producer accuracy (0.9 - 0.95) and user accuracy (0.91-0.94). The minor crop alfalfa has lower accuracy (0.55-0.73). This approach provides an option to predict major crop type's planting maps for the next year.  © 2023 IEEE.",,yes,"Landsat-8, Landsat-9, Sentinel-2",Crop planting map,Vegetation,Classification,yes,92.7,,,,,,,85.7,,,,,,,
C,Bahl G.; Lafarge F.,Scanner Neural Network for On-Board Segmentation of Satellite Images,International Geoscience and Remote Sensing Symposium (IGARSS),2022,Cloud Segmentation; ConvLSTM; Image Segmentation; On-board processing; Recurrent Convolutional Network; Satellite Imagery,"Traditional Convolutional Neural Networks (CNN) for semantic segmentation of images use 2D convolution operations. While the spatial inductive bias of 2D convolutions allow CNNs to build hierarchical feature representations, they require that the whole feature maps are kept in memory until the end of the inference. This is not ideal for memory and latency-critical applications such as real-time on-board satellite image segmentation. In this paper, we propose a new neural network architecture for semantic segmentation, 'ScannerNet', based on a Recurrent 1D Convolutional architecture. Our network performs a segmentation of the input image line-by-line, and thus reduces the memory footprint and output latency. These characteristics make it ideal for on-the-fly segmentation of images on-board satellites equipped with push broom sensors such as Landsat 8, or satellites with limited compute capabilities, such as Cubesats. We perform cloud segmentation experiments on embedded hardware and show that our method offers a good compromise between accuracy, memory usage and latency. © 2022 IEEE.",,yes,Landsat-8,Cloud segmentation,Others,Segmentation,yes,93.65,88.98,93.79,84.65,,,,,85.8,,,,,,
J,"Russwurm, M; Korner, M",Self-attention for raw optical Satellite Time Series Classification,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,2020,Self-attention; Transformer; Time series classification; Multitemporal Earth observation; Crop type mapping; Vegetation monitoring; Deep learning,"The amount of available Earth observation data has increased dramatically in recent years. Efficiently making use of the entire body of information is a current challenge in remote sensing; it demands lightweight problemagnostic models that do not require region- or problem-specific expert knowledge. End-to-end trained deep learning models can make use of raw sensory data by learning feature extraction and classification in one step, solely from data. Still, many methods proposed in remote sensing research require implicit feature extraction through data preprocessing or explicit design of features. In this work, we compare recent deep learning models on crop type classification on raw and preprocessed Sentinel 2 data. We concentrate on the common neural network architectures for time series, i.e., 1D-convolutions, recurrence, and the novel self-attention architecture. Our central findings are that data preprocessing still increased the overall classification performance for all models while the choice of model was less crucial. Self-attention and recurrent neural networks, by their architecture, outperformed convolutional neural networks on raw satellite time series. We explore this by a feature importance analysis based on gradient backpropagation that exploits the differentiable nature of deep learning models. Further, we qualitatively show how self-attention scores focus selectively on a few classification-relevant observations.",Physical Geography; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Crop type classification,Agriculture,Classification,no,92,60,,,,,,71,,,,,,,
J,"Fang, J; He, GH; Zhu, ZJ; Attaher, BIM; Xue, J",Spatial-Spectral Decoupling Interaction Network for Multispectral Imagery Change Detection,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,2022,Mathematical models; Feature extraction; Geoscience and remote sensing; Neural networks; Fuses; Deep learning; Convolutional neural networks; Multispectral imagery change detection; spatial-spectral decoupling interaction network,"We present a spatial-spectral decoupling interaction network for multispectral imagery change detection, which can exploit the underlying information of the multispectral imagery adequately through simultaneously considering the discriminative attribute of each pixel and robust spatial structure of the corresponding patch. Specifically, a 1-D convolutional neural network (1D-CNN) is applied to the spectral vector of each pixel to extract its discriminative feature, while a 2D-CNN is applied to the patch centering on the corresponding pixel to explore the spatial structure information. In addition, an interaction mechanism is incorporated into the feature fusion module to enhance the spatial-spectral consistency.",Geochemistry & Geophysics; Engineering; Remote Sensing; Imaging Science & Photographic Technology,yes,GaoFen-1,Multispectral imagery change detection,Others,Classification,yes,95.94,,,,,,,94.19,,,,,,,
J,"Fang, J; He, GH; Zhu, ZJ; Attaher, BIM; Xue, J",Spatial-Spectral Decoupling Interaction Network for Multispectral Imagery Change Detection,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,2022,Mathematical models; Feature extraction; Geoscience and remote sensing; Neural networks; Fuses; Deep learning; Convolutional neural networks; Multispectral imagery change detection; spatial-spectral decoupling interaction network,"We present a spatial-spectral decoupling interaction network for multispectral imagery change detection, which can exploit the underlying information of the multispectral imagery adequately through simultaneously considering the discriminative attribute of each pixel and robust spatial structure of the corresponding patch. Specifically, a 1-D convolutional neural network (1D-CNN) is applied to the spectral vector of each pixel to extract its discriminative feature, while a 2D-CNN is applied to the patch centering on the corresponding pixel to explore the spatial structure information. In addition, an interaction mechanism is incorporated into the feature fusion module to enhance the spatial-spectral consistency.",Geochemistry & Geophysics; Engineering; Remote Sensing; Imaging Science & Photographic Technology,yes,Landsat-7,Multispectral imagery change detection,Others,Classification,yes,95.94,,,,,,,94.19,,,,,,,
C,Qadeer M.U.; Saeed S.; Taj M.; Muhammad A.,SPATIO-TEMPORAL CROP CLASSIFICATION ON VOLUMETRIC DATA,"Proceedings - International Conference on Image Processing, ICIP",2021,CNN; Crop Classification; Satellite data,"Large-area crop classification using multi-spectral imagery is a widely studied problem for several decades and is generally addressed using classical Random Forest classifier. Recently, deep convolutional neural networks (DCNN) have been proposed. However, these methods only achieved results comparable with Random Forest. In this work, we present a novel CNN based architecture for large-area crop classification. Our methodology combines both spatio-temporal analysis via 3D CNN as well as temporal analysis via 1D CNN. We evaluated the efficacy of our approach on Yolo and Imperial county benchmark datasets. Our combined strategy outperforms both classical as well as recent DCNN based methods in terms of classification accuracy by 2% while maintaining a minimum number of parameters and the lowest inference time. © 2021 IEEE",,yes,Sentinel-2,Crop classification,Agriculture,Classification,yes,90.23,90.08,,,,,,,,,,,,,
C,Qadeer M.U.; Saeed S.; Taj M.; Muhammad A.,SPATIO-TEMPORAL CROP CLASSIFICATION ON VOLUMETRIC DATA,"Proceedings - International Conference on Image Processing, ICIP",2021,CNN; Crop Classification; Satellite data,"Large-area crop classification using multi-spectral imagery is a widely studied problem for several decades and is generally addressed using classical Random Forest classifier. Recently, deep convolutional neural networks (DCNN) have been proposed. However, these methods only achieved results comparable with Random Forest. In this work, we present a novel CNN based architecture for large-area crop classification. Our methodology combines both spatio-temporal analysis via 3D CNN as well as temporal analysis via 1D CNN. We evaluated the efficacy of our approach on Yolo and Imperial county benchmark datasets. Our combined strategy outperforms both classical as well as recent DCNN based methods in terms of classification accuracy by 2% while maintaining a minimum number of parameters and the lowest inference time. © 2021 IEEE",,yes,Landsat-8,Crop classification,Agriculture,Classification,yes,90.23,90.08,,,,,,,,,,,,,
