Publication Type,Authors,Article Title,Source Title,Publication Year,Author Keywords,Abstract,Research Areas,Open Access,Satellite,Application,Domain,ML Technique,Algorithm Complexity,Accuracy (%),F1-score (%),Precision (%),Recall (%),Producer accuracy (%),User accuracy (%),Pixel accuracy,Kappa (%),IoU (%),MIoU (%),Dice (%),R-squared,RMSE,MAE,Parameter Description
J,"Wang, Chunyang; Yang, Kui; Yang, Wei; Qiang, Haiyang; Xue, Huiyuan; Lu, Bibo; Zhou, Peng",R-MFNet: Analysis of Urban Carbon Stock Change against the Background of Land-Use Change Based on a Residual Multi-Module Fusion Network,REMOTE SENSING,2023,residual connection; attention mechanism; carbon density; spatio-temporal change; deep learning,"Regional land-use change is the leading cause of ecosystem carbon stock change; it is essential to investigate the response of LUCC to carbon stock to achieve the strategic goal of double carbon in a region. This paper proposes a residual network algorithm, the Residual Multi-module Fusion Network (R-MFNet), to address the problems of blurred feature boundary information, low classification accuracy, and high noise, which are often encountered in traditional classification methods. The network algorithm uses an R-ASPP module to expand the receptive field of the feature map to extract sufficient and multi-scale target features; it uses the attention mechanism to assign weights to the multi-scale information of each channel and space. It can fully preserve the remote sensing image features extracted by the convolutional layer through the residual connection. Using this classification network method, the classification of three Landsat-TM/OLI images of Zhengzhou City (the capital of Henan Province) from 2001 to 2020 was realized (the years that the three images were taken are 2001, 2009, and 2020). Compared with SVM, 2D-CNN, and deep residual networks (ResNet), the overall accuracy of the test dataset is increased by 10.07%, 3.96%, and 1.33%, respectively. The classification achieved using this method is closer to the real land surface, and its accuracy is higher than that of the finished product data obtained using the traditional classification method, providing high-precision land-use classification data for the subsequent carbon storage estimation research. Based on the land-use classification data and the carbon density data corrected by meteorological data (temperature and precipitation data), the InVEST model is used to analyze the land-use change and its impact on carbon storage in the region. The results showed that, from 2001 to 2020, the carbon stock in the study area showed a downward trend, with a total decrease of 1.48 x 107 t. Over the course of this 19-year period, the farmland area in Zhengzhou decreased by 1101.72 km2, and the built land area increased sharply by 936.16 km2. The area of land transfer accounted for 29.26% of the total area of Zhengzhou City from 2001 to 2009, and 31.20% from 2009 to 2020. The conversion of farmland to built land is the primary type of land transfer and the most important reason for decreasing carbon stock. The research results can provide support, in the form of scientific data, for land-use management decisions and carbon storage function protections in Zhengzhou and other cities around the world undergoing rapid urbanization.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,"Landsat-5, Landsat-8",Land use,Urban,Classification,no,95.23,,,,,,,93,,,,,,,
J,"Ghandorh, H; Boulila, W; Masood, S; Koubaa, A; Ahmed, F; Ahmad, J",Semantic Segmentation and Edge Detection-Approach to Road Detection in Very High Resolution Satellite Images,REMOTE SENSING,2022,deep learning; convolutional neural networks; 2D attention; satellite images; road segmentation; edge detection,"Road detection technology plays an essential role in a variety of applications, such as urban planning, map updating, traffic monitoring and automatic vehicle navigation. Recently, there has been much development in detecting roads in high-resolution (HR) satellite images based on semantic segmentation. However, the objects being segmented in such images are of small size, and not all the information in the images is equally important when making a decision. This paper proposes a novel approach to road detection based on semantic segmentation and edge detection. Our approach aims to combine these two techniques to improve road detection, and it produces sharp-pixel segmentation maps, using the segmented masks to generate road edges. In addition, some well-known architectures, such as SegNet, used multi-scale features without refinement; thus, using attention blocks in the encoder to predict fine segmentation masks resulted in finer edges. A combination of weighted cross-entropy loss and the focal Tversky loss as the loss function is also used to deal with the highly imbalanced dataset. We conducted various experiments on two datasets describing real-world datasets covering the three largest regions in Saudi Arabia and Massachusetts. The results demonstrated that the proposed method of encoding HR feature maps effectively predicts sharp segmentation masks to facilitate accurate edge detection, even against a harsh and complicated background.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Spot-7,Road Detection,Urban,Segmentation,yes,,,,,,,,,,79.51,88.65,,,,
J,"Saralioglu, E; Gungor, O",Semantic segmentation of land cover from high resolution multispectral satellite images by spectral-spatial convolutional neural network,GEOCARTO INTERNATIONAL,2022,Remote sensing; classification; deep learning; semantic segmentation,"Research to improve the accuracy of very high-resolution satellite image classification algorithms is still one of the hot topics in the field of remote sensing. Successful results of deep learning methods in areas such as image classification and object detection have led to the application of these methods to remote sensing problems. Recently, Convolutional Neural Networks (CNNs) are among the most common deep learning methods used in image classification, however, the use of CNN's in satellite image classification is relatively new. Due to the high computational complexity of 3D CNNs, which aim to extract both spatial and spectral information, 2D CNNs focussing on the extraction of spatial information are often preferred. High-resolution satellite images, however, contain crucial spectral information as well as spatial information. In this study, a 3D-2D CNN model using both spectral and spatial information was applied to extract more accurate land cover information from very high-resolution satellite images. The model was applied on a Worldview-2 satellite image including agricultural product areas such as tea, hazelnut groves and land use classes such as buildings and roads. The results of the CNN based model were also compared against those of the Support Vector Machine (SVM) and Random Forest (RF) algorithms. The post-classification accuracies were obtained using 800 control points generated by a web interface created for crowdsourcing purposes. The classification accuracy was 95.6% for the 3D-2D CNN model, 89.2% for the RF and 86.4% for the SVM.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,no,Worldview-2,Semantic segmentation of land cover,Vegetation,Segmentation,yes,95.6,,,,,,,,,,,,,,
J,"Adrian, J; Sagan, V; Maimaitijiang, M",Sentinel SAR-optical fusion for crop type mapping using deep learning and Google Earth Engine,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,2021,3D U-Net; Denoising neural networks; Sentinel-1; Sentinel-2; Data fusion,"Accurate crop type mapping provides numerous benefits for a deeper understanding of food systems and yield prediction. Ever-increasing big data, easy access to high-resolution imagery, and cloud-based analytics platforms like Google Earth Engine have drastically improved the ability for scientists to advance data-driven agriculture with improved algorithms for crop type mapping using remote sensing, computer vision, and machine learning. Crop type mapping techniques mainly relied on standalone SAR and optical imagery, few studies investigated the potential of SAR-optical data fusion, coupled with virtual constellation, and 3-dimensional (3D) deep learning networks. To this extent, we use a deep learning approach that utilizes the denoised backscatter and texture information from multi-temporal Sentinel-1 SAR data and the spectral information from multi-temporal optical Sentinel-2 data for mapping ten different crop types, as well as water, soil and urban area. Multi-temporal Sentinel-1 data was fused with multi-temporal optical Sentinel-2 data in an effort to improve classification accuracies for crop types. We compared the results of the 3D U-Net to the state-of-the-art deep learning networks, including SegNet and 2D U-Net, as well as commonly used machine learning method such as Random Forest. The results showed (1) fusing multi-temporal SAR and optical data yields higher training overall accuracies (OA) (3D U-Net 0.992, 2D U-Net 0.943, SegNet 0.871) and testing OA (3D U-Net 0.941, 2D U-Net 0.847, SegNet 0.643) for crop type mapping compared to standalone multi-temporal SAR or optical data (2) optical data fused with denoised SAR data via a denoising convolution neural network (OA 0.912) performed better for crop type mapping compared to optical data fused with boxcar (OA 0.880), Lee (OA 0.881), and median (OA 0.887) filtered SAR data and (3) 3D convolutional neural networks perform better than 2D convolutional neural networks for crop type mapping (SAR OA 0.912, optical OA 0.937, fused OA 0.992).",Physical Geography; Geology; Remote Sensing; Imaging Science & Photographic Technology,no,Sentinel-2,Crop type mapping,Agriculture,Classification,yes,84.7,,,,,,,,,,,,,,
J,J. Fang; G. He; Z. Zhu; B. I. M. Attaher; J. Xue,Spatial–Spectral Decoupling Interaction Network for Multispectral Imagery Change Detection,IEEE Geoscience and Remote Sensing Letters,2022,Multispectral imagery change detection;spatial–spectral decoupling interaction network,"We present a spatial–spectral decoupling interaction network for multispectral imagery change detection, which can exploit the underlying information of the multispectral imagery adequately through simultaneously considering the discriminative attribute of each pixel and robust spatial structure of the corresponding patch. Specifically, a 1-D convolutional neural network (1D-CNN) is applied to the spectral vector of each pixel to extract its discriminative feature, while a 2D-CNN is applied to the patch centering on the corresponding pixel to explore the spatial structure information. In addition, an interaction mechanism is incorporated into the feature fusion module to enhance the spatial–spectral consistency.",,yes,"Gaofen-1, Landsat-7",Change detection,Others,Classification,yes,95.94,,,,,,,94.19,,,,,,,
J,"Wang, Zhiyuan; Fang, Shuai; Zhang, Jing",Spatiotemporal Fusion Model of Remote Sensing Images Combining Single-Band and Multi-Band Prediction,REMOTE SENSING,2023,spatiotemporal fusion; remote sensing; deep learning; ConvNeXt; convolutional neural network (CNN),"In recent years, convolutional neural network (CNN)-based spatiotemporal fusion (STF) models for remote sensing images have made significant progress. However, existing STF models may suffer from two main drawbacks. Firstly, multi-band prediction often generates a hybrid feature representation that includes information from all bands. This blending of features can lead to the loss or blurring of high-frequency details, making it challenging to reconstruct multi-spectral remote sensing images with significant spectral differences between bands. Another challenge in many STF models is the limited preservation of spectral information during 2D convolution operations. Combining all input channels' convolution results into a single-channel output feature map can lead to the degradation of spectral dimension information. To address these issues and to strike a balance between avoiding hybrid features and fully utilizing spectral information, we propose a remote sensing image STF model that combines single-band and multi-band prediction (SMSTFM). The SMSTFM initially performs single-band prediction, generating separate predicted images for each band, which are then stacked together to form a preliminary fused image. Subsequently, the multi-band prediction module leverages the spectral dimension information of the input images to further enhance the preliminary predictions. We employ the modern ConvNeXt convolutional module as the primary feature extraction component. During the multi-band prediction phase, we enhance the spatial and channel information captures by replacing the 2D convolutions within ConvNeXt with 3D convolutions. In the experimental section, we evaluate our proposed algorithm on two public datasets with 16x resolution differences and one dataset with a 3x resolution difference. The results demonstrate that our SMSTFM achieves state-of-the-art performance on these datasets and is proven effective and reasonable through ablation studies.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,"MODIS, Sentinel-2, Landsat-8",Fusion model of remote sensing images,Others,Regression,yes,,,,,,,,,,,,,,,
J,"Wang, L; Wu, YX; Xu, JP; Zhang, HY; Wang, XY; Yu, JB; Sun, Q; Zhao, ZY",STATUS PREDICTION BY 3D FRACTAL NET CNN BASED ON REMOTE SENSING IMAGES,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,2020,Fractal Net; 3D CNN; Status Prediction; Remote Sensing Images; Eutrophication,"The contradiction between the supply and demand of water resources is becoming increasingly prominent, whose main reason is the eutrophication of rivers and lakes. However, limited and inaccurate data makes it impossible to establish a precise model to successfully predict eutrophication levels. Moreover, it is incompetent to distinguish the degree of eutrophication status of lakes by manual calculation and processing. Focusing on these inconveniences, this study proposes 3D fractal net CNN to extract features in remote sensing images automatically, aiming at achieving scientific forecasting on eutrophication status of lakes. In order to certificate the effectiveness of the proposed method, we predict the state of the water body based on remote sensing images of natural lake. The images in natural lake were accessed by MODIS satellite, cloud-free chlorophyll inversion picture of 2009 was resized into 273 x 273 patches, which were collected as training and testing samples. In the total of 162 pictures, our study makes three consecutive pictures as a set of data so as to attain 120 group of training and 40 testing data. Taking one set of data as input of the neural network and the next day's eutrophication level as labels, CNNs act considerable efficiency. Through the experimental results of 2D CNN, 3D CNN and 3D fractal net CNN, 3D fractal net CNN has more outstanding performance than the other two, with the prediction accuracy of 67.5% better than 47.5% and 62.5%, respectively.",Mathematics; Science & Technology - Other Topics,yes,MODIS,Eutrophication status of lakes,Water,Classification,no,47.5,,,,,,,,,,,,,,
J,"Zhang, Kaixin; Yuan, Da; Yang, Huijin; Zhao, Jianhui; Li, Ning",Synergy of Sentinel-1 and Sentinel-2 Imagery for Crop Classification Based on DC-CNN,REMOTE SENSING,2023,convolutional neural network; synthetic aperture radar (SAR); multispectral imagery; feature fusion; crop classification; polarimetric decomposition,"Over the years, remote sensing technology has become an important means to obtain accurate agricultural production information, such as crop type distribution, due to its advantages of large coverage and a short observation period. Nowadays, the cooperative use of multi-source remote sensing imagery has become a new development trend in the field of crop classification. In this paper, the polarimetric components of Sentinel-1 (S-1) decomposed by a new model-based decomposition method adapted to dual-polarized SAR data were introduced into crop classification for the first time. Furthermore, a Dual-Channel Convolutional Neural Network (DC-CNN) with feature extraction, feature fusion, and encoder-decoder modules for crop classification based on S-1 and Sentinel-2 (S-2) was constructed. The two branches can learn from each other by sharing parameters so as to effectively integrate the features extracted from multi-source data and obtain a high-precision crop classification map. In the proposed method, firstly, the backscattering components (VV, VH) and polarimetric components (volume scattering, remaining scattering) were obtained from S-1, and the multispectral feature was extracted from S-2. Four candidate combinations of multi-source features were formed with the above features. Following that, the optimal one was found on a trial. Next, the characteristics of optimal combinations were input into the corresponding network branches. In the feature extraction module, the features with strong collaboration ability in multi-source data were learned by parameter sharing, and they were deeply fused in the feature fusion module and encoder-decoder module to obtain more accurate classification results. The experimental results showed that the polarimetric components, which increased the difference between crop categories and reduced the misclassification rate, played an important role in crop classification. Among the four candidate feature combinations, the combination of S-1 and S-2 features had a higher classification accuracy than using a single data source, and the classification accuracy was the highest when two polarimetric components were utilized simultaneously. On the basis of the optimal combination of features, the effectiveness of the proposed method was verified. The classification accuracy of DC-CNN reached 98.40%, with Kappa scoring 0.98 and Macro-F1 scoring 0.98, compared to 2D-CNN (OA reached 94.87%, Kappa scored 0.92, and Macro-F1 scored 0.95), FCN (OA reached 96.27%, Kappa scored 0.94, and Macro-F1 scored 0.96), and SegNet (OA reached 96.90%, Kappa scored 0.95, and Macro-F1 scored 0.97). The results of this study demonstrated that the proposed method had significant potential for crop classification.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Crop classification,Agriculture,Classification,no,94.87,95,,,,,,92,,,,,,,
J,"Lee, J; Im, J; Cha, DH; Park, H; Sim, S",Tropical Cyclone Intensity Estimation Using Multi-Dimensional Convolutional Neural Networks from Geostationary Satellite Data,REMOTE SENSING,2020,tropical cyclones; multispectral imaging; 2D; 3D convolutional neural networks,"For a long time, researchers have tried to find a way to analyze tropical cyclone (TC) intensity in real-time. Since there is no standardized method for estimating TC intensity and the most widely used method is a manual algorithm using satellite-based cloud images, there is a bias that varies depending on the TC center and shape. In this study, we adopted convolutional neural networks (CNNs) which are part of a state-of-art approach that analyzes image patterns to estimate TC intensity by mimicking human cloud pattern recognition. Both two dimensional-CNN (2D-CNN) and three-dimensional-CNN (3D-CNN) were used to analyze the relationship between multi-spectral geostationary satellite images and TC intensity. Our best-optimized model produced a root mean squared error (RMSE) of 8.32 kts, resulting in better performance (35%) than the existing model using the CNN-based approach with a single channel image. Moreover, we analyzed the characteristics of multi-spectral satellite-based TC images according to intensity using a heat map, which is one of the visualization means of CNNs. It shows that the stronger the intensity of the TC, the greater the influence of the TC center in the lower atmosphere. This is consistent with the results from the existing TC initialization method with numerical simulations based on dynamical TC models. Our study suggests the possibility that a deep learning approach can be used to interpret the behavior characteristics of TCs.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,COMS,Tropical Cyclone Intensity,Geohazards,Regression,no,,,,,,,,,,,,0.94,8.32,6.09,Maximum sustained wind speed (kts)
J,"Papadomanolaki, M; Christodoulidis, S; Karantzalos, K; Vakalopoulou, M",Unsupervised Multistep Deformable Registration of Remote Sensing Imagery Based on Deep Learning,REMOTE SENSING,2021,spatial gradients; deformation; satellite; very high resolution imagery; urban and periurban; learning-based registration; dense displacements; alignment,"Image registration is among the most popular and important problems of remote sensing. In this paper we propose a fully unsupervised, deep learning based multistep deformable registration scheme for aligning pairs of satellite imagery. The presented method is based on the expression power of deep fully convolutional networks, regressing directly the spatial gradients of the deformation and employing a 2D transformer layer to efficiently warp one image to the other, in an end-to-end fashion. The displacements are calculated with an iterative way, utilizing different time steps to refine and regress them. Our formulation can be integrated into any kind of fully convolutional architecture, providing at the same time fast inference performances. The developed methodology has been evaluated in two different datasets depicting urban and periurban areas; i.e., the very high-resolution dataset of the East Prefecture of Attica, Greece, as well as the high resolution ISPRS Ikonos dataset. Quantitative and qualitative results demonstrated the high potentials of our method.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,"WorldView-2, IKONOS",Image registration,Others,Regression,yes,,,,,,,,,,,,,,,
J,"Ball, JGC; Petrova, K; Coomes, DA; Flaxman, S",Using deep convolutional neural networks to forecast spatial patterns of Amazonian deforestation,METHODS IN ECOLOGY AND EVOLUTION,2022,Amazon; artificial intelligence; convolutional neural networks; deep learning; deforestation forecasting; machine learning; spatial forecasting; tropical forests,"1.Tropical forests are subject to diverse deforestation pressures while their conservation is essential to achieve global climate goals. Predicting the location of deforestation is challenging due to the complexity of the natural and human systems involved but accurate and timely forecasts could enable effective planning and on-the-ground enforcement practices to curb deforestation rates. New computer vision technologies based on deep learning can be applied to the increasing volume of Earth observation data to generate novel insights and make predictions with unprecedented accuracy. 2. Here, we demonstrate the ability of deep convolutional neural networks (CNNs) to learn spatiotemporal patterns of deforestation from a limited set of freely available global data layers, including multispectral satellite imagery, the Hansen maps of annual forest change (2001-2020) and the ALOS PALSAR digital surface model, to forecast deforestation (2021). We designed four model architectures, based on 2D CNNs, 3D CNNs, and Convolutional Long Short-Term Memory (ConvLSTM) Recurrent Neural Networks (RNNs), to produce spatial maps that indicate the risk to each forested pixel (similar to 30 m) in the landscape of becoming deforested within the next year. They were trained and tested on data from two similar to 80,000 km(2) tropical forest regions in the Southern Peruvian Amazon. 3. The networks could predict the location of future forest loss to a high degree of accuracy (F-1 = 0.58-0.71). Our best performing model (3D CNN) had the highest pixel-wise accuracy (F-1 = 0.71) when validated on 2020 forest loss (2014-2019 training). Visual interpretation of the mapped forecasts indicated that the network could automatically discern the drivers of forest loss from the input data. For example, pixels around new access routes (e.g. roads) were assigned high risk, whereas this was not the case for recent, concentrated natural loss events (e.g. remote landslides). 4. Convolutional neural networks can harness limited time-series data to predict near-future deforestation patterns, an important step in harnessing the growing volume of satellite remote sensing data to curb global deforestation. The modelling framework can be readily applied to any tropical forest location and used by governments and conservation organisations to prevent deforestation and plan protected areas.",Environmental Sciences & Ecology,yes,Landsat-7,Deforestation,Geohazards,Classification,no,,70.375,70.375,70.385,,,,,,,,,,,
J,"Luo, Dong; Zhang, Hankui K.; Houborg, Rasmus; Ndekelu, Lina M. N.; Maimaitijiang, Maitiniyazi; Tran, Khuong H.; McMaine, John",Utility of daily 3 m Planet Fusion Surface Reflectance data for tillage practice mapping with deep learning,SCIENCE OF REMOTE SENSING,2023,Planet fusion; Tillage practice; Tillage date; Deep learning classification; Deep learning interpretation,"Tillage practices alter soil surface structure that can be potentially captured by satellite images with both high spatial and temporal resolution. This study explored tillage practice mapping using the daily Planet Fusion surface reflectance (PF-SR) gap-free 3 m data generated by fusing PlanetScope with Landsat-8, Sentinel-2 and MODIS surface reflectance data. The study area is a 220 x 220 km2 agricultural area in South Dakota, USA, and the study used 3285 PF-SR images from September 1, 2020 to August 31, 2021. The PF-SR images for the sur-veyed 433 fields were sliced into 10,747 training (70%) and evaluation (30%) non-overlapping time series patches. The training and evaluation patches were from different fields for evaluation data independence. The performance of four deep learning models (i.e., 2D convolutional neural networks (CNN), 3D CNN, CNN-Long short-term memory (LSTM), and attention CNN-LSTM) in tillage practice mapping, as well as their sensitivity to different spatial (i.e., 3 m, 24 m, and 96 m) and temporal resolutions (16-day, 8-day, 4-day, 2-day and 1-day) were examined. Classification accuracy continuously increased with increases in both temporal and spatial resolutions. The optimal models (3D CNN and attention CNN-LSTM) achieved-77% accuracy using 2-day or daily 3 m resolution data as opposed to-72% accuracy using 16-day 3 m resolution data or daily 24 m resolution data. This study also analyzed the feature importance of different acquisition dates for the two optimal models. The 3D CNN model feature importances were found to agree well with the tillage practice time. High feature importance was associated with observations during the fall and spring tillage period (i.e., fresh tillage signals) whereas the crop peak growing period (i.e., tillage signals weathered and confounded by dense canopy) was characterized by a relatively low feature importance. The work provides valuable insights into the utility of deep learning for tillage mapping and change event time identification based on high resolution imagery.",Environmental Sciences & Ecology; Remote Sensing; Imaging Science & Photographic Technology,yes,"Landsat-8, Sentinel-2, MODIS",Tillage practice mapping,Agriculture,Classification,no,71,,,,,,,,,,,,,,
J,"Zhou, XY; Zhou, WZ; Li, F; Shao, ZL; Fu, XL",Vegetation Type Classification Based on 3D Convolutional Neural Network Model: A Case Study of Baishuijiang National Nature Reserve,FORESTS,2022,vegetation types; classification; 3D convolutional neural network; Baishuijiang National Nature Reserve,"Efficient and accurate vegetation type extraction from remote sensing images can provide decision makers with basic forest cover and land use information, and provides a reliable basis for long-term monitoring. With the development of deep learning, the convolutional neural network (CNN) has been used successfully to classify tree species in many studies, but CNN models have rarely been applied in the classification of vegetation types on larger scales. To evaluate the performance of CNN models in the classification of vegetation types, this paper compared the classification accuracy of nine dominant land cover types in Baishuijiang National Nature Reserve with four models: 3D-CNN, 2D-CNN, JSSAN (joint spatial-spectral attention network) and Resnet18, using sentinel-2A data. Comparing the difference in classification accuracy between the direct use of raw sentinel images and fused feature indices sentinel images, the results showed that adding feature indices can improve the overall accuracy of the model. After fusing the characteristic bands, the accuracy of the four models was improved significantly, by 5.46-19.33%. The best performing 3D-CNN model achieved the highest classification accuracy with an overall accuracy of 95.82% and a kappa coefficient of 95.07%. In comparison, 2D-CNN achieved an overall accuracy of 79.07% and a kappa coefficient of 75.44%, JSSAN achieved an overall accuracy of 81.67% and a kappa coefficient of 78.56%, and Resnet18 achieved an overall accuracy of 93.61% and a kappa coefficient of 92.45%. The results showed that the 3D-CNN model can effectively capture vegetation type cover changes from broad-leaved forests at lower elevation, to shrublands and grasslands at higher elevation, across a range spanning 542-4007 m. In experiments using a small amount of sample data, 3D-CNN can better incorporate spatial-spectral information and is more effective in distinguishing the performance of spectrally similar vegetation types, providing an efficient and novel approach to classifying vegetation types in nature reserves with complex conditions.",Forestry,yes,Sentinel-2,Vegetation type classification,Vegetation,Classification,no,79.07,,,,,,,75.44,,,,,,,
